編號	題名	型式	朝代	作者	內容
125	送別		唐	王維	下馬飲君酒，問君何所之。君言不得意，歸臥南山陲。但去莫復問，白雲無盡時。
126	答張五弟諲		唐	王維	終南有茅屋，前對終南山。終年無客長閉關，終日無心長自閒。不妨飲酒復垂釣，君但能來相往還。
127	鹿柴		唐	王維	空山不見人，但聞人語響。返景入深林，復照青苔上。
128	竹里館		唐	王維	獨坐幽篁裏，彈琴復長嘯。深林人不知，明月來相照。
129	過崔處士興宗林亭		唐	王維	綠樹重陰蓋四鄰，青苔日厚自無塵。科頭箕踞長松下，白眼看他世上人。
130	山居秋暝		唐	王維	空山新雨後，天氣晚來秋。明月松間照，清泉石上流。竹喧歸浣女，蓮動下漁舟。隨意春芳歇，王孫自可留。
131	歸嵩山作		唐	王維	清川帶長薄，車馬去閒閒。流水如有意，暮禽相與還。荒城臨古渡，落日滿秋山。迢遞嵩高下，歸來且閉關。
132	輞川閒居		唐	王維	一從歸白社，不復到青門。時依簷前樹，遠看原上村。青菰臨水映，白鳥向山翻。寂寞於陵子，桔槔方灌園。
133	終南別業		唐	王維	中歲頗好道，晚家南山隀。興來每獨往，勝事空自知。行到水窮處，坐看雲起時。偶然值林叟，談笑無還期。
134	過香積寺		唐	王維	不知香積寺，數里入雲峰。古木無人徑，深山何處鐘？泉聲咽危石，日色冷青松。薄暮空潭曲，安禪制毒龍。
135	秋夜獨坐		唐	王維	獨坐悲雙鬢，空堂欲二更。雨中山果落，燈下草蟲鳴。白髮終難變，黃金不可成。欲知除老病，惟有學無生。
136	送孟六歸襄陽		唐	王維	杜門不復出，久與世情疏。以此為長策，勸君歸舊廬。醉歌田舍酒，笑讀古人書。好是一生事，無勞獻子虛。
137	懷張子房		唐	李白	子房未虎嘯，破產不為家。滄海得壯士，椎秦博浪沙。報韓雖不成，天下皆震動。潛匿遊下邳，豈曰非智勇？我來圮橋上，懷古欽英風。惟見碧流水，曾無黃石公。歎息此人去，蕭條徐泗空。
138	月下獨酌		唐	李白	花間一壼酒，獨酌無相親。舉杯邀明月，對影成三人。月既不解飲，影徒隨我身。暫伴月將影，行樂須及春。我歌月徘徊，我舞影零亂。醒時同交歡，醉後各分散。永結無情遊，相期邈雲漢。
139	將進酒		唐	李白	君不見：黃河之水天上來，奔流到海不復回？君不見，高堂明鏡悲白髮，朝如青絲暮成雪？人生得意須盡歡，莫使金樽空對月。天生我材必有用，千金散盡還復來。烹羊宰牛且為樂，會須一飲三百杯。岑夫子，丹丘生，將進酒，杯莫停。與君歌一曲，請君為我傾耳聽：鐘鼓饌玉不足貴，但願長醉不願醒。古來聖賢皆寂莫，惟有飲者留其名。陳王昔時宴平樂，斗酒十千恣歡謔。主人何為言少錢？徑須沽取對君酌。五花馬，千金裘，呼兒將出換美酒，與爾同消萬古愁！
140	飲酒詩 (其二)		東晉	陶淵明	秋菊有佳色，裛露掇其英。汎此忘憂物，遠我遺世情。一觴雖獨進，杯盡壺自傾。日入群動息，歸鳥趨林鳴。嘯傲東軒下，聊復得此生。
141	贈孟浩然		唐	李白	吾愛孟夫子，風流天下聞。紅顏棄軒冕，白首臥松雲。醉月頻中聖，迷花不事君。高山安可仰，徒此挹清芬。
142	夜泊牛渚懷古		唐	李白	牛渚西江夜，青天無片雲。豋舟望秋月，空憶謝將軍。余亦能高詠，斯人不可聞。明朝掛帆去，楓葉落紛紛。
143	春夜洛城聞笛		唐	李白	誰家玉笛暗飛聲，散入春風滿洛陽。此夜曲中聞折柳，何人不起故國情？
144	黃鶴樓送孟浩然之廣陵		唐	李白	故人西辭黃鶴樓，煙花三月下揚州。孤帆遠影碧空盡，惟見長江天際流。
145	山中答客		唐	李白	問余何事棲碧山？笑而不答心自閒。桃花流水窅然去，別有天地非人間。
146	山中興幽人對酌		唐	李白	兩人對酌山花開，一杯一杯復一杯。我醉欲眠卿且去，明朝有意抱琴來。
147	豋金陵鳳凰臺		唐	李白	鳳凰臺上鳳凰遊，鳳去臺空江自流。吳宮花草埋幽徑，晉代衣冠成古邱。三山半落青天外，二水中分白鷺洲。總為浮雲能蔽日，長安不見使人愁!
148	後出塞		唐	杜甫	朝進東門營，暮上河陽橋。落日照大旗，馬鳴風蕭蕭。平沙列萬幕，部伍各見招。中天懸明月，令嚴夜寂寥。悲笳數聲動，壯士慘不驕。借問大將誰？恐是霍嫖姚。
149	八陣圖		唐	杜甫	功蓋三分國，名成八陣圖。江流石不轉，遺恨失吞吳。
150	絕句		唐	杜甫	"兩個黃鸝鳴翠柳,一行白鷺上青天。窗含西嶺千秋雪,門泊東吳萬里船。"
151	春望		唐	杜甫	國破山河在，城春草木深。感時花濺淚，恨別鳥驚心。烽火連三月，家書抵萬金。白頭搔更短，渾欲不勝簪。
152	月夜憶舍弟		唐	杜甫	戍鼓斷人行，邊秋一雁聲。露從今夜白，月是故鄉明。有弟皆分散，無家問死生。寄書長不達，況乃未休兵！
153	豋兗州城樓		唐	杜甫	東郡趨庭日，南樓縱目初。浮雲連海岱，平野入青徐。孤嶂秦碑在，荒城魯殿餘。從來多古意，臨眺獨躊躇。
154	春日懷李白		唐	杜甫	白也詩無敵，飄然思不群。清新庾開府，俊逸鮑參軍。渭北春天樹，江東日暮雲。何時一樽酒，重與細論文？
155	蝶戀花		宋	蘇軾	花褪殘紅青杏小，燕子飛時，綠水人家繞。枝上柳綿吹又少，天涯何處無芳草？墻裡秋千墻外道，墻外行人，墻裡佳人笑。笑漸不聞聲漸悄，多情卻被無情惱。
156	書憤		宋	陸游	早歲那知世事艱？中原北望氣如山。樓船夜雪瓜洲渡，鐵馬秋風大散關。塞上長城空自許，鏡中衰鬢已先斑。出師一表真名世，千載誰堪伯仲間？
157	望洞庭湖贈張丞相		唐	孟浩然	八月湖水平，涵虛混太清。氣蒸雲夢澤，波撼岳陽城。欲濟無舟楫，端居恥聖明。坐觀垂釣者，徒有羡魚情！
158	山行		唐	杜牧	遠上寒山石徑斜，白雲生處有人家。停車坐愛楓林晚，霜葉紅於二月花。
159	渡湘江		唐	杜審言	遲日園林悲昔遊，今春花鳥作邊愁。獨憐京國人南竄，不似湘江水北流！
160	渡漢江		唐	宋之問	嶺外音書斷，經冬復立春。近鄉情更怯，不敢問來人。
161	滕王閣序		唐	王勃	滕王高閣臨江渚，佩玉鳴鸞罷歌舞。畫棟朝飛南浦雲，朱簾暮捲西山雨。閑雲潭影日悠悠，物換星移幾度秋。閣中帝子今何在？檻外長江空自流！
162	登荊州城望江兩首		唐	張九齡	滔滔大江水，天地相終始。經閱幾世人，復嘆誰家子。東望何悠悠，西來晝夜流。歲月既如此，為心那不愁。
163	送賀遂員外外甥		唐	王維	南國有歸舟，荊門泝上流。蒼茫葭菼外，雲水共昭丘。檣帶城烏去，江連暮雨愁。猿聲不可聽，莫待楚山秋。
164	黃鶴樓		唐	崔顥	昔人已乘黃鶴去，此地空餘黃鶴樓。黃鶴一去不復返，白雲千載空悠悠。晴川歷歷漢陽樹，芳草萋萋鸚鵡洲。日暮鄉關何處是？煙波江上使人愁！
165	長干行 (其一)		唐	崔顥	君家何處住？妾住在橫塘。停船暫借問，或恐是同鄉。
166	長干行 (其二)		唐	崔顥	家臨九江水，來去九江側。同是長干人，生小不相識。
167	渡荊門送別		唐	李白	渡遠荊門外，來從楚國游。山隨平野盡，江入大荒流。月下飛天鏡，雲生結海樓。仍憐故鄉水，萬里送行舟。
168	秋下荊門		唐	李白	霜落荊門江樹空，布帆無恙掛秋風。此行不為鱸魚膾，自愛名山入剡中。
169	聞王昌齡左遷龍標遙有此寄		唐	李白	楊花落盡子規啼，聞道龍標過五溪。我寄愁心與明月，隨風直到夜郎西。
170	地隅		唐	杜甫	江漢山重阻，風雲地一隅。年年非故物，處處是窮途。喪亂秦公子，悲涼楚大夫。平生心已折，行路日荒蕪。
171	登岳陽樓		唐	杜甫	昔聞洞庭水，今上岳陽樓。吳楚東南坼，乾坤日夜浮。親朋無一字，老病有孤舟。戎馬關山北，憑軒涕泗流！
172	江南逢李龜年		唐	杜甫	岐王宅裏尋常見，崔九堂前幾度聞。正是江南好風景，落花時節又逢君！
173	送李中丞歸漢陽別業		唐	劉長卿	流落征南將，曾驅十萬師。罷歸無舊業，老去戀明時。獨立三邊靜，輕生一劍知。茫茫江漢上，日暮欲何知！
174	同王徵君湘中有懷		唐	張謂	八月洞庭秋，瀟湘水北流。還家萬里夢，為客五更愁。不用書開帙，偏宜上酒樓。故人京洛滿，何日復同遊。
175	省試湘靈鼓瑟		唐	錢起	善鼓雲和瑟，嘗聞帝子靈。馮夷空自舞，楚客不堪聽。苦調淒金石，清音入杳冥。蒼梧來怨慕，白芷動芳馨。流水傳湘浦，悲風過洞庭。曲終人不見，江上數峰青。
176	三閭廟		唐	戴叔倫	沅湘流不盡，屈子怨何深！日暮秋風起，蕭蕭楓樹林。
177	江城子		現代	胡適	翠微山上亂松鳴，月淒清，伴人行，正是黃昏，人影不分明。幾度半山回首望，天那角，一孤星。時時高唱破昏冥，一聲聲，有誰聽？我自高歌，我自遣哀情。記得那回明月夜，歌未歇，有人迎。
178	鵲橋仙		現代	胡適	疏里幾點，銀河淡淡，新月遙遙相照。雙星仍舊隔銀河，難道是相逢嫌早？不須蛛盒，不須瓜果，不用深深私禱，學他一歲一相逢，那便是天孫奇巧。
179	卜算子		宋	蘇軾	缺月挂疏桐，漏斷人初靜。時見幽人獨往來，縹緲鴻影。驚起卻回頭，有恨無人省。揀盡寒枝不肯棲，寂寞沙洲冷。
180	生疏		現代	胡適	多謝寄來書，裝著千分情意。只有一分不滿，帶些微客氣。十年萬里的分離，生疏也難怪，只我開緘歡喜，故態依然在。
181	江雪		唐	柳宗元	千山鳥飛絕，萬徑人蹤滅。孤舟簑笠翁，獨釣寒江雪。
182	漁翁		唐	柳宗元	漁翁夜傍西岩宿，曉汲清湘燃楚竹。煙銷日出不見人，欸乃一聲山水綠。回看天際下中流，岩上無心雲相逐。
183	竹枝詞		唐	劉禹錫	白帝城頭春草生，白鹽山下蜀江清。南人上來歌一曲，北人莫上動鄉情。
184	竹枝詞		唐	劉禹錫	山桃紅花滿上頭，蜀江春水拍山流。花紅易衰似郎意，水流無限似儂愁。
185	竹枝詞		唐	劉禹錫	城西門前灩澦堆，年年波浪不能摧。懊惱人心不如石，少時東去復西來。
186	竹枝詞		唐	劉禹錫	瞿塘嘈嘈十二灘，人言道路古來難。長恨人心不如水，等閑平地起波瀾。
187	楚江懷古		唐	馬戴	露氣寒光集，微陽下楚丘。猿啼洞庭樹，人在木蘭舟。廣澤生明月，蒼山夾亂流。雲中君不見，竟夕自悲秋！
188	送別		現代	李叔同	長亭外，古道邊，芳草碧連天。晚風拂柳笛聲殘，夕陽山外山。天之涯，地之角，知交半零落。一觚濁酒盡餘歡，今宵別夢寒。
189	約客		宋	趙師秀	黃梅時節家家雨，青草池塘處處蛙。有約不來過夜半，間敲棋子落燈花。
190	送綦母潛落第還鄉		唐	王維	聖代無隱者，英靈盡來歸。遂令東山客，不得顧採薇。既至金門遠，孰云吾道非？江淮度寒食，京洛縫春衣。置酒長安道，同心與我違。行當浮桂棹，未幾拂荊扉。遠樹帶行客，孤城當落暉。吾謀適不用，勿謂知音稀？
191	夏日南亭懷辛大		唐	孟浩然	山光忽西落，池月漸東上。散髮乘夕涼，開軒臥閑敝。荷風送香氣，竹露滴清響。欲取鳴琴彈，恨無知音賞。感此懷故人，中宵勞夢想。
192	琴歌		唐	李頎	主人有酒歡今夕，請奏鳴琴廣陵客。月照城頭烏半飛，霜淒萬木風入衣。銅鑪華燭燭增輝，先彈淥水後楚妃。一聲已動物皆靜，四座無言星欲稀。清淮奉使千餘里，敢告雲山從此始。
193	望月懷遠		唐	張九齡	海上生明月，天涯共此時。情人怨遙夜，竟夕起相思。滅燭憐光滿，披衣覺露滋。不堪盈手贈，還寢夢佳期。
194	杜少府之任蜀川		唐	王勃	城闕輔三秦，風煙望五津。與君離別意，同是宦遊人。海內存知己，天涯若比鄰。無為在歧路，兒女共沾巾。
195	在獄詠蟬		唐	駱賓王	西陸蟬聲唱，南冠客思深。不堪玄鬢影，來對白頭吟。露重飛難進，風多響易沉。無人信高潔，誰為表予心？
196	多謝		現代	胡適	多謝你能來，慰我山中寂寞，伴我看山看月，過神仙生活。匆匆離別便經年，夢裏總相憶。人道應該忘了，我如何忘得！
197	你總有愛我的一天		現代	胡適	你總有愛我的一天！我能等著你的愛慢慢地長大。你手裏提的那把花，不也是四月下的種，六月才開的嗎？我如今種下滿心窩的種子，至少總有一兩粒生根發芽，開的花是你不要採的，不是愛，也許是一點兒喜歡罷。我墳上開的一朵紫羅蘭，愛的遺跡，你總會瞧他一眼：你那一眼嗎？抵得我千般苦惱了。死算什麼？你總有愛我的一天。
198	瓶花		現代	胡適	不是怕風吹雨打，不是羡燭照香熏。只喜歡那折花的人，高興和依親近。花瓣兒紛紛謝了，勞依親手收存，寄與伊心上的人，當一篇沒有字的書信。
199	也是微雲		現代	胡適	也是微雲，也是微雲過後月光明。只不見去年的遊伴，也沒有當日的心情。不願勾起相思，不敢出門看月。偏偏月進窗來，害我相思一夜。
200	陶淵明和他的五柳		現代	胡適	當年有個陶淵明，不愛性命只貪酒。骨硬不能深折腰，棄官歸來空兩手。甕中無米琴無弦，老妻嬌兒赤腳走。先生高吟自嘲諷，笑指門前五株柳：「看他風裏儘低昂，這樣腰肢我沒有！」
201	三年不見他		現代	胡適	三年不見他，就自信能把他忘了。今天又看見他，這久冷的心又發狂了。我終夜不成眠，縈想著他的愁，病，衰老。剛閉上了一雙倦眼，又只見他在莊嚴曼妙。我歡喜醒來，眼裏還噙著兩滴歡喜的淚，我忍不住笑出聲來，「你總是這樣叫人牽記！」
202	高夢旦先生六十歲生日		現代	胡適	他愛想問題，從不嫌問題太小。聖人立言救世，話不多不少。一生夢想大光明，六十不知老。這樣新鮮世界，多活幾年好。
203	祝馬君武先生五十生日		現代	胡適	樹蕙滋蘭意興，種桃釀蜜先生。一點一滴努力，滿倉滿屋收成。識路何嫌馬老？救國終待牛敦。活到八十九十，桃李盡出公門。
204	寫在贈唐瑛女士的扇子上		現代	胡適	靜裏細思量，畢竟算伊出色，經過疏狂豪逸，到然夷平實。許伊詩扇已三年，扇樣莫嫌舊。扇是前年買的，詩，今天才有。
205	夜坐		現代	胡適	夜坐聽潮聲，天地一般昏黑。只有潮頭打岸，湧起一層銀白。忽然海上放微光，好像月衝雲破。一點——— 兩點——— 三點——— 是漁船燈火。
206	十月九夜在西山		現代	胡適	許久沒有看見星兒這麼大，也沒有覺得他們離我這麼近。秋風吹過山坡上七八棵白楊，在滿天星光裏做出雨聲一陣。
207	獅子 —— 悼志摩		現代	胡適	獅子蜷伏在我的背後，軟綿綿的他總不肯走。我正要推他下去，忽然想起了死去的朋友。一隻手拍著打呼的貓，兩滴眼淚濕了衣袖。「獅子，你好好的睡罷，你也失掉了一個好朋友。」
